Flight No,Departure Time,Destination,Category,Tier1%,Tier2%,Tier3%
BA8270,12:22:00,VIE,SHORT,1,5,20
BA5516,17:00:00,DFW,LONG,5,15,30
BA4394,15:45:00,IST,SHORT,1,5,20
BA9789,07:26:00,DXB,LONG,5,15,30
BA8341,15:31:00,VIE,SHORT,1,5,20
BA6402,17:19:00,IST,SHORT,1,5,20
BA7318,10:09:00,MAD,SHORT,1,5,20
BA8854,11:57:00,LAX,LONG,5,15,30
BA5783,12:37:00,MAD,SHORT,1,5,20
BA7891,15:42:00,FRA,SHORT,1,5,20
BA7313,09:23:00,FRA,SHORT,1,5,20
BA1439,14:36:00,CDG,SHORT,1,5,20
BA4158,11:41:00,ZRH,SHORT,1,5,20
BA5622,07:04:00,FRA,SHORT,1,5,20
BA9782,13:28:00,DFW,LONG,5,15,30
BA7147,18:16:00,HND,LONG,5,15,30
BA7047,11:19:00,BCN,SHORT,1,5,20
BA3425,19:12:00,FRA,SHORT,1,5,20
BA8021,10:52:00,DFW,LONG,5,15,30
BA6402,17:35:00,IST,SHORT,1,5,20
BA2517,22:57:00,DXB,LONG,5,15,30
BA7839,21:48:00,ZRH,SHORT,1,5,20
BA2288,18:35:00,JFK,LONG,5,15,30
BA3532,11:13:00,JFK,LONG,5,15,30
BA9421,17:03:00,ZRH,SHORT,1,5,20
BA4950,08:02:00,FRA,SHORT,1,5,20
BA7928,16:35:00,ZRH,SHORT,1,5,20
BA5434,13:58:00,HND,LONG,5,15,30
BA5558,13:26:00,MUC,SHORT,1,5,20
BA5313,17:07:00,FRA,SHORT,1,5,20
BA8235,15:40:00,MAD,SHORT,1,5,20
BA4948,17:13:00,LAX,LONG,5,15,30
BA3272,17:35:00,LAX,LONG,5,15,30
BA7095,20:01:00,JFK,LONG,5,15,30
BA6234,10:52:00,CDG,SHORT,1,5,20
BA1325,10:37:00,HND,LONG,5,15,30
BA5341,21:13:00,BCN,SHORT,1,5,20
BA3082,08:16:00,ZRH,SHORT,1,5,20
BA7803,08:08:00,MUC,SHORT,1,5,20
BA5914,18:07:00,DFW,LONG,5,15,30
BA1893,22:45:00,JFK,LONG,5,15,30
BA5614,06:25:00,LAX,LONG,5,15,30
BA8325,06:44:00,JFK,LONG,5,15,30
BA9064,16:08:00,MUC,SHORT,1,5,20
BA5227,11:04:00,MUC,SHORT,1,5,20
BA5758,21:49:00,AMS,SHORT,1,5,20
BA9786,09:54:00,VIE,SHORT,1,5,20
BA4914,17:42:00,LAX,LONG,5,15,30
BA6211,11:47:00,ORD,LONG,5,15,30
BA1183,07:35:00,JFK,LONG,5,15,30
BA2976,16:53:00,IST,SHORT,1,5,20
BA1568,21:56:00,AMS,SHORT,1,5,20
BA9491,22:58:00,ORD,LONG,5,15,30
BA6019,09:26:00,CDG,SHORT,1,5,20
BA2798,16:40:00,MAD,SHORT,1,5,20
BA2444,13:11:00,BCN,SHORT,1,5,20
BA8802,15:49:00,DFW,LONG,5,15,30
BA7505,19:30:00,JFK,LONG,5,15,30
BA3247,21:25:00,ZRH,SHORT,1,5,20
BA6976,20:44:00,AMS,SHORT,1,5,20
BA6401,22:29:00,FRA,SHORT,1,5,20
BA6405,17:15:00,MUC,SHORT,1,5,20
BA5330,22:18:00,MUC,SHORT,1,5,20
BA7869,22:58:00,JFK,LONG,5,15,30
BA8380,06:51:00,LAX,LONG,5,15,30
BA2306,12:19:00,IST,SHORT,1,5,20
BA7378,22:36:00,IST,SHORT,1,5,20
BA4405,18:10:00,DXB,LONG,5,15,30
BA1012,12:17:00,DFW,LONG,5,15,30
BA1349,17:25:00,CDG,SHORT,1,5,20
BA9171,16:42:00,LAX,LONG,5,15,30
BA4936,10:20:00,CDG,SHORT,1,5,20
BA2551,12:45:00,CDG,SHORT,1,5,20
BA4066,10:49:00,LAX,LONG,5,15,30
BA3116,18:09:00,FRA,SHORT,1,5,20
BA2400,08:41:00,HND,LONG,5,15,30
BA8821,07:49:00,BCN,SHORT,1,5,20
BA8462,14:12:00,MAD,SHORT,1,5,20
BA5246,19:33:00,LAX,LONG,5,15,30
BA9999,09:36:00,CDG,SHORT,1,5,20
BA2606,08:04:00,MUC,SHORT,1,5,20
BA8822,07:05:00,IST,SHORT,1,5,20
BA6320,21:52:00,DFW,LONG,5,15,30
BA5473,09:17:00,JFK,LONG,5,15,30
BA9077,20:07:00,MAD,SHORT,1,5,20
BA6010,09:33:00,HND,LONG,5,15,30
BA5635,08:26:00,DXB,LONG,5,15,30
BA9416,21:36:00,AMS,SHORT,1,5,20
BA6625,09:06:00,MAD,SHORT,1,5,20
BA2513,11:38:00,JFK,LONG,5,15,30
BA8708,08:26:00,CDG,SHORT,1,5,20
BA8749,16:47:00,IST,SHORT,1,5,20
BA4471,20:18:00,VIE,SHORT,1,5,20
BA6012,17:18:00,DXB,LONG,5,15,30
BA1676,16:00:00,AMS,SHORT,1,5,20
BA6331,15:00:00,CDG,SHORT,1,5,20
BA8880,18:37:00,ORD,LONG,5,15,30
BA6989,10:38:00,VIE,SHORT,1,5,20
BA3752,08:25:00,CDG,SHORT,1,5,20
BA7915,20:32:00,DXB,LONG,5,15,30
BA8213,08:32:00,IST,SHORT,1,5,20
BA6717,08:46:00,DFW,LONG,5,15,30
BA7029,22:57:00,FRA,SHORT,1,5,20
BA3750,19:46:00,BCN,SHORT,1,5,20
BA1382,19:55:00,VIE,SHORT,1,5,20
BA4424,11:15:00,ORD,LONG,5,15,30
BA4650,20:37:00,VIE,SHORT,1,5,20
BA2099,09:11:00,ZRH,SHORT,1,5,20
BA6423,12:48:00,LAX,LONG,5,15,30
BA2897,11:15:00,HND,LONG,5,15,30
BA6075,14:56:00,VIE,SHORT,1,5,20
BA7075,14:27:00,VIE,SHORT,1,5,20
BA1898,11:57:00,CDG,SHORT,1,5,20
BA4221,12:27:00,FRA,SHORT,1,5,20
BA5696,07:08:00,JFK,LONG,5,15,30
BA1638,13:44:00,ORD,LONG,5,15,30
BA7453,12:19:00,MAD,SHORT,1,5,20
BA3400,22:59:00,JFK,LONG,5,15,30
BA2603,18:43:00,IST,SHORT,1,5,20
BA5870,10:07:00,FRA,SHORT,1,5,20
BA7940,12:41:00,IST,SHORT,1,5,20
BA7413,13:33:00,CDG,SHORT,1,5,20
BA8640,16:20:00,JFK,LONG,5,15,30
BA1126,09:16:00,AMS,SHORT,1,5,20
BA8962,13:06:00,ORD,LONG,5,15,30
BA6182,20:06:00,LAX,LONG,5,15,30
BA2433,15:24:00,JFK,LONG,5,15,30
BA6858,22:24:00,BCN,SHORT,1,5,20
BA4030,20:42:00,ZRH,SHORT,1,5,20
BA2759,20:51:00,VIE,SHORT,1,5,20
BA9867,20:26:00,JFK,LONG,5,15,30
BA9917,21:30:00,MAD,SHORT,1,5,20
BA5646,12:29:00,VIE,SHORT,1,5,20
BA3373,18:56:00,IST,SHORT,1,5,20
BA1343,14:43:00,CDG,SHORT,1,5,20
BA5446,07:32:00,BCN,SHORT,1,5,20
BA5391,22:34:00,ORD,LONG,5,15,30
BA3687,13:24:00,VIE,SHORT,1,5,20
BA1884,16:25:00,VIE,SHORT,1,5,20
BA1534,08:26:00,DXB,LONG,5,15,30
BA7968,12:48:00,ZRH,SHORT,1,5,20
BA6361,14:05:00,DXB,LONG,5,15,30
BA8045,20:35:00,IST,SHORT,1,5,20
BA3582,09:00:00,AMS,SHORT,1,5,20
BA2089,08:33:00,CDG,SHORT,1,5,20
BA9691,20:29:00,VIE,SHORT,1,5,20
BA7920,13:23:00,FRA,SHORT,1,5,20
BA8722,10:07:00,CDG,SHORT,1,5,20
BA4533,12:26:00,AMS,SHORT,1,5,20
BA7442,18:49:00,HND,LONG,5,15,30
BA7452,09:27:00,VIE,SHORT,1,5,20
BA1576,16:50:00,DXB,LONG,5,15,30
BA4611,09:05:00,CDG,SHORT,1,5,20
BA6036,19:01:00,LAX,LONG,5,15,30
BA2673,12:00:00,DXB,LONG,5,15,30
BA2419,16:43:00,MAD,SHORT,1,5,20
BA2594,12:19:00,LAX,LONG,5,15,30
BA1051,22:05:00,CDG,SHORT,1,5,20
BA5495,10:34:00,DXB,LONG,5,15,30
BA8942,06:21:00,FRA,SHORT,1,5,20
BA2539,22:05:00,MAD,SHORT,1,5,20
BA5525,09:56:00,CDG,SHORT,1,5,20
BA9347,07:31:00,FRA,SHORT,1,5,20
BA5258,21:57:00,MUC,SHORT,1,5,20
BA8653,20:40:00,MUC,SHORT,1,5,20
BA3062,09:05:00,AMS,SHORT,1,5,20
BA9360,21:01:00,CDG,SHORT,1,5,20
BA3452,19:53:00,BCN,SHORT,1,5,20
BA9219,11:49:00,IST,SHORT,1,5,20
BA9893,20:17:00,ZRH,SHORT,1,5,20
BA9898,19:47:00,DXB,LONG,5,15,30
BA6972,15:38:00,MUC,SHORT,1,5,20
BA2268,09:25:00,DFW,LONG,5,15,30
BA6583,12:05:00,ORD,LONG,5,15,30
BA2873,19:28:00,LAX,LONG,5,15,30
BA2813,12:24:00,ORD,LONG,5,15,30
BA4774,17:37:00,MUC,SHORT,1,5,20
BA4316,07:50:00,HND,LONG,5,15,30
BA5360,14:20:00,BCN,SHORT,1,5,20
BA5984,10:47:00,DFW,LONG,5,15,30
BA8406,22:54:00,CDG,SHORT,1,5,20
BA8559,08:39:00,BCN,SHORT,1,5,20
BA5532,11:41:00,JFK,LONG,5,15,30
BA2949,21:16:00,VIE,SHORT,1,5,20
BA5751,19:26:00,VIE,SHORT,1,5,20
BA9946,17:42:00,ORD,LONG,5,15,30
BA9822,12:58:00,FRA,SHORT,1,5,20
BA5958,18:50:00,MUC,SHORT,1,5,20
BA9766,15:21:00,ORD,LONG,5,15,30
BA6415,22:04:00,JFK,LONG,5,15,30
BA4317,13:07:00,FRA,SHORT,1,5,20
BA4591,17:53:00,DXB,LONG,5,15,30
BA4997,19:16:00,JFK,LONG,5,15,30
BA4427,07:23:00,CDG,SHORT,1,5,20
BA8384,20:03:00,IST,SHORT,1,5,20
BA4701,12:00:00,LAX,LONG,5,15,30
BA6779,15:19:00,CDG,SHORT,1,5,20
BA3483,19:06:00,IST,SHORT,1,5,20
BA3759,10:59:00,MAD,SHORT,1,5,20
BA5086,16:32:00,VIE,SHORT,1,5,20
BA2757,20:09:00,IST,SHORT,1,5,20
BA2501,17:41:00,ZRH,SHORT,1,5,20
BA4356,21:30:00,HND,LONG,5,15,30
BA3985,14:51:00,DXB,LONG,5,15,30
BA4291,06:21:00,ORD,LONG,5,15,30
BA4073,12:34:00,FRA,SHORT,1,5,20
BA5607,22:47:00,MAD,SHORT,1,5,20
BA3011,20:14:00,DXB,LONG,5,15,30
BA4364,12:26:00,DFW,LONG,5,15,30
BA7915,08:28:00,JFK,LONG,5,15,30
BA7066,15:13:00,BCN,SHORT,1,5,20
BA7430,10:45:00,VIE,SHORT,1,5,20
BA5099,20:16:00,LAX,LONG,5,15,30
BA7710,09:59:00,FRA,SHORT,1,5,20
BA3842,14:16:00,IST,SHORT,1,5,20
BA2943,17:12:00,MUC,SHORT,1,5,20
BA1403,19:41:00,ZRH,SHORT,1,5,20
BA5887,16:37:00,JFK,LONG,5,15,30
BA8831,18:09:00,IST,SHORT,1,5,20
BA7885,21:31:00,AMS,SHORT,1,5,20
BA6846,06:14:00,HND,LONG,5,15,30
BA6831,08:31:00,JFK,LONG,5,15,30
BA6123,11:36:00,MAD,SHORT,1,5,20
BA8807,13:44:00,DXB,LONG,5,15,30
BA8174,16:07:00,HND,LONG,5,15,30
BA3786,16:27:00,ZRH,SHORT,1,5,20
BA8119,21:18:00,JFK,LONG,5,15,30
BA3893,18:47:00,ZRH,SHORT,1,5,20
BA4366,20:01:00,HND,LONG,5,15,30
BA9023,07:17:00,DFW,LONG,5,15,30
BA9215,09:20:00,AMS,SHORT,1,5,20
BA3246,14:44:00,AMS,SHORT,1,5,20
BA3363,12:53:00,ORD,LONG,5,15,30
BA6728,20:28:00,FRA,SHORT,1,5,20
BA2083,14:23:00,FRA,SHORT,1,5,20
BA2451,20:31:00,BCN,SHORT,1,5,20
BA7648,08:20:00,JFK,LONG,5,15,30
BA6477,20:52:00,JFK,LONG,5,15,30
BA6880,19:14:00,IST,SHORT,1,5,20
BA1132,20:21:00,LAX,LONG,5,15,30
BA5332,07:59:00,ZRH,SHORT,1,5,20
BA5679,22:00:00,ZRH,SHORT,1,5,20
BA1650,20:12:00,MUC,SHORT,1,5,20
BA3977,11:57:00,CDG,SHORT,1,5,20
BA6292,17:45:00,MAD,SHORT,1,5,20
BA2353,22:44:00,AMS,SHORT,1,5,20
BA4436,12:18:00,VIE,SHORT,1,5,20
BA1272,22:37:00,BCN,SHORT,1,5,20
BA7738,12:31:00,ORD,LONG,5,15,30
BA8539,06:23:00,MUC,SHORT,1,5,20
BA2123,18:25:00,FRA,SHORT,1,5,20
BA3520,08:31:00,VIE,SHORT,1,5,20
BA7930,17:24:00,BCN,SHORT,1,5,20
BA9566,19:13:00,DXB,LONG,5,15,30
BA3757,11:28:00,ORD,LONG,5,15,30
BA7321,12:21:00,VIE,SHORT,1,5,20
BA8586,10:29:00,MUC,SHORT,1,5,20
BA8384,20:07:00,DXB,LONG,5,15,30
BA5048,07:51:00,MUC,SHORT,1,5,20
BA1665,09:35:00,CDG,SHORT,1,5,20
BA8025,18:06:00,DXB,LONG,5,15,30
BA2663,09:02:00,BCN,SHORT,1,5,20
BA8364,16:24:00,JFK,LONG,5,15,30
BA4422,16:59:00,MAD,SHORT,1,5,20
BA2908,06:38:00,ZRH,SHORT,1,5,20
BA3812,14:19:00,VIE,SHORT,1,5,20
BA5178,16:59:00,DXB,LONG,5,15,30
BA4108,10:51:00,HND,LONG,5,15,30
BA5375,17:25:00,MAD,SHORT,1,5,20
BA8124,14:36:00,MUC,SHORT,1,5,20
BA4468,14:13:00,DFW,LONG,5,15,30
BA6223,16:30:00,ORD,LONG,5,15,30
BA5307,06:37:00,FRA,SHORT,1,5,20
BA9903,08:33:00,BCN,SHORT,1,5,20
BA3664,14:50:00,AMS,SHORT,1,5,20
BA5750,11:50:00,MUC,SHORT,1,5,20
BA6458,06:50:00,DFW,LONG,5,15,30
BA3074,09:35:00,BCN,SHORT,1,5,20
BA9906,18:21:00,AMS,SHORT,1,5,20
BA2599,10:59:00,JFK,LONG,5,15,30
BA5926,11:15:00,CDG,SHORT,1,5,20
BA1408,09:24:00,MUC,SHORT,1,5,20
BA1804,12:00:00,VIE,SHORT,1,5,20
BA3913,10:19:00,IST,SHORT,1,5,20
BA4979,17:14:00,MAD,SHORT,1,5,20
BA4252,22:09:00,BCN,SHORT,1,5,20
BA2265,12:14:00,ZRH,SHORT,1,5,20
BA6158,21:06:00,ZRH,SHORT,1,5,20
BA8599,06:45:00,MUC,SHORT,1,5,20
BA3470,18:27:00,IST,SHORT,1,5,20
BA8371,08:15:00,ORD,LONG,5,15,30
BA6310,08:50:00,LAX,LONG,5,15,30
BA8877,22:00:00,MUC,SHORT,1,5,20
BA9613,11:27:00,BCN,SHORT,1,5,20
BA3851,22:05:00,MUC,SHORT,1,5,20
BA5600,10:54:00,FRA,SHORT,1,5,20
BA9812,12:35:00,CDG,SHORT,1,5,20
BA7066,22:54:00,BCN,SHORT,1,5,20
BA7936,17:39:00,VIE,SHORT,1,5,20
BA1900,21:33:00,DFW,LONG,5,15,30
BA1430,13:14:00,DFW,LONG,5,15,30
BA9406,14:54:00,MUC,SHORT,1,5,20
BA8815,16:13:00,ZRH,SHORT,1,5,20
BA3443,12:56:00,MAD,SHORT,1,5,20
BA6277,07:27:00,IST,SHORT,1,5,20
BA5020,19:38:00,FRA,SHORT,1,5,20
BA4383,10:51:00,CDG,SHORT,1,5,20
BA8855,09:12:00,JFK,LONG,5,15,30
BA8027,09:56:00,MUC,SHORT,1,5,20
BA5798,08:37:00,DFW,LONG,5,15,30
BA6112,11:46:00,MAD,SHORT,1,5,20
BA3264,08:16:00,DXB,LONG,5,15,30
BA8446,18:51:00,VIE,SHORT,1,5,20
BA3587,14:38:00,LAX,LONG,5,15,30
BA1611,18:28:00,ORD,LONG,5,15,30
BA6509,15:37:00,AMS,SHORT,1,5,20
BA4227,16:52:00,DFW,LONG,5,15,30
BA1064,10:20:00,IST,SHORT,1,5,20
BA4251,21:40:00,HND,LONG,5,15,30
BA9926,16:57:00,JFK,LONG,5,15,30
BA8860,22:27:00,LAX,LONG,5,15,30
BA9442,21:19:00,ZRH,SHORT,1,5,20
BA7726,08:08:00,BCN,SHORT,1,5,20
BA7426,11:25:00,ZRH,SHORT,1,5,20
BA4185,08:06:00,ZRH,SHORT,1,5,20
BA5400,15:41:00,CDG,SHORT,1,5,20
BA6256,22:09:00,MUC,SHORT,1,5,20
BA4034,10:00:00,AMS,SHORT,1,5,20
BA9900,14:24:00,ORD,LONG,5,15,30
BA9480,16:58:00,DFW,LONG,5,15,30
BA4203,07:30:00,CDG,SHORT,1,5,20
BA2392,17:38:00,LAX,LONG,5,15,30
BA4704,20:13:00,AMS,SHORT,1,5,20
BA3011,19:13:00,HND,LONG,5,15,30
BA1760,13:02:00,BCN,SHORT,1,5,20
BA6319,18:04:00,BCN,SHORT,1,5,20
BA5959,19:06:00,MUC,SHORT,1,5,20
BA7399,12:28:00,DXB,LONG,5,15,30
BA2672,06:50:00,ZRH,SHORT,1,5,20
BA7214,15:17:00,MAD,SHORT,1,5,20
BA5498,08:33:00,VIE,SHORT,1,5,20
BA7754,08:23:00,BCN,SHORT,1,5,20
BA1211,14:47:00,CDG,SHORT,1,5,20
BA8084,17:21:00,ZRH,SHORT,1,5,20
BA2644,11:26:00,FRA,SHORT,1,5,20
BA5398,09:20:00,ORD,LONG,5,15,30
BA2725,12:08:00,MAD,SHORT,1,5,20
BA7414,22:10:00,AMS,SHORT,1,5,20
BA6792,13:37:00,FRA,SHORT,1,5,20
BA6278,10:18:00,MUC,SHORT,1,5,20
BA1402,19:37:00,HND,LONG,5,15,30
BA1371,09:53:00,CDG,SHORT,1,5,20
BA9169,17:53:00,MUC,SHORT,1,5,20
BA3245,18:51:00,ZRH,SHORT,1,5,20
BA3104,21:43:00,FRA,SHORT,1,5,20
BA8347,22:55:00,CDG,SHORT,1,5,20
BA9013,18:44:00,MAD,SHORT,1,5,20
BA6983,20:30:00,MAD,SHORT,1,5,20
BA4755,09:44:00,VIE,SHORT,1,5,20
BA5887,15:40:00,BCN,SHORT,1,5,20
BA2504,06:38:00,VIE,SHORT,1,5,20
BA7733,20:48:00,HND,LONG,5,15,30
BA6000,11:36:00,IST,SHORT,1,5,20
BA7070,08:54:00,IST,SHORT,1,5,20
BA1589,11:50:00,ZRH,SHORT,1,5,20
BA2175,20:05:00,MAD,SHORT,1,5,20
BA9270,11:40:00,MAD,SHORT,1,5,20
BA8224,06:42:00,FRA,SHORT,1,5,20
BA9179,08:15:00,LAX,LONG,5,15,30
BA5934,11:10:00,DFW,LONG,5,15,30
BA9109,19:17:00,ORD,LONG,5,15,30
BA8365,18:45:00,JFK,LONG,5,15,30
BA1392,21:40:00,DXB,LONG,5,15,30
BA1313,06:34:00,DXB,LONG,5,15,30
BA8722,07:07:00,DXB,LONG,5,15,30
BA3525,10:52:00,VIE,SHORT,1,5,20
BA1198,16:20:00,IST,SHORT,1,5,20
BA6911,17:44:00,ORD,LONG,5,15,30
BA7942,08:19:00,JFK,LONG,5,15,30
BA2105,14:02:00,CDG,SHORT,1,5,20
BA9289,12:14:00,HND,LONG,5,15,30
BA5112,14:33:00,LAX,LONG,5,15,30
BA4325,15:26:00,VIE,SHORT,1,5,20
BA7141,08:13:00,ORD,LONG,5,15,30
BA7224,10:22:00,DFW,LONG,5,15,30
BA7551,15:24:00,LAX,LONG,5,15,30
BA4503,22:10:00,CDG,SHORT,1,5,20
BA4733,21:37:00,IST,SHORT,1,5,20
BA6117,12:41:00,MAD,SHORT,1,5,20
BA8394,22:46:00,ORD,LONG,5,15,30
BA5101,21:27:00,ORD,LONG,5,15,30
BA9502,15:57:00,FRA,SHORT,1,5,20
BA3534,20:58:00,JFK,LONG,5,15,30
BA6563,14:35:00,MAD,SHORT,1,5,20
BA3953,08:35:00,ORD,LONG,5,15,30
BA5814,21:17:00,MAD,SHORT,1,5,20
BA7521,07:51:00,AMS,SHORT,1,5,20
BA2417,10:08:00,BCN,SHORT,1,5,20
BA7267,22:57:00,BCN,SHORT,1,5,20
BA1074,22:22:00,BCN,SHORT,1,5,20
BA1886,17:59:00,DXB,LONG,5,15,30
BA6100,10:16:00,HND,LONG,5,15,30
BA7585,15:28:00,CDG,SHORT,1,5,20
BA6178,06:12:00,IST,SHORT,1,5,20
BA2337,13:52:00,VIE,SHORT,1,5,20
BA3771,17:31:00,MAD,SHORT,1,5,20
BA1495,15:36:00,VIE,SHORT,1,5,20
BA9860,20:46:00,FRA,SHORT,1,5,20
BA6688,10:22:00,ORD,LONG,5,15,30
BA1359,06:22:00,BCN,SHORT,1,5,20
BA6675,09:33:00,FRA,SHORT,1,5,20
BA9833,22:13:00,ORD,LONG,5,15,30
BA6050,17:47:00,CDG,SHORT,1,5,20
BA1475,06:19:00,DFW,LONG,5,15,30
BA8958,18:45:00,CDG,SHORT,1,5,20
BA1715,07:05:00,ORD,LONG,5,15,30
BA1517,12:00:00,ORD,LONG,5,15,30
BA2261,10:52:00,MUC,SHORT,1,5,20
BA6605,11:07:00,DFW,LONG,5,15,30
BA2952,12:40:00,LAX,LONG,5,15,30
BA9205,13:31:00,CDG,SHORT,1,5,20
BA7701,07:46:00,DXB,LONG,5,15,30
BA2483,18:32:00,IST,SHORT,1,5,20
BA4638,09:10:00,HND,LONG,5,15,30
BA4956,18:03:00,ORD,LONG,5,15,30
BA9245,09:08:00,AMS,SHORT,1,5,20
BA4141,16:06:00,HND,LONG,5,15,30
BA7460,11:25:00,BCN,SHORT,1,5,20
BA4742,11:30:00,BCN,SHORT,1,5,20
BA9228,11:17:00,FRA,SHORT,1,5,20
BA7777,08:34:00,AMS,SHORT,1,5,20
BA4336,11:32:00,ORD,LONG,5,15,30
BA6136,18:45:00,FRA,SHORT,1,5,20
BA9670,13:22:00,FRA,SHORT,1,5,20
BA1545,07:06:00,VIE,SHORT,1,5,20
BA1052,14:49:00,DXB,LONG,5,15,30
BA5990,10:22:00,DFW,LONG,5,15,30
BA8305,15:20:00,ZRH,SHORT,1,5,20
BA9523,12:25:00,ORD,LONG,5,15,30
BA9575,09:20:00,AMS,SHORT,1,5,20
BA3311,07:27:00,VIE,SHORT,1,5,20
BA3724,11:28:00,IST,SHORT,1,5,20
BA7795,08:43:00,VIE,SHORT,1,5,20
BA1998,19:30:00,ORD,LONG,5,15,30
BA8074,14:33:00,ZRH,SHORT,1,5,20
BA1456,17:39:00,DFW,LONG,5,15,30
BA9126,15:30:00,LAX,LONG,5,15,30
BA8502,09:35:00,HND,LONG,5,15,30
BA5570,11:39:00,ORD,LONG,5,15,30
BA8864,19:27:00,MAD,SHORT,1,5,20
BA4711,15:53:00,JFK,LONG,5,15,30
BA6627,16:58:00,FRA,SHORT,1,5,20
BA7843,09:55:00,LAX,LONG,5,15,30
BA3136,13:20:00,DXB,LONG,5,15,30
BA2135,15:35:00,JFK,LONG,5,15,30
BA8510,07:18:00,ZRH,SHORT,1,5,20
BA6719,06:25:00,MUC,SHORT,1,5,20
BA9694,08:47:00,DXB,LONG,5,15,30
BA1859,08:36:00,BCN,SHORT,1,5,20
BA2876,17:44:00,DXB,LONG,5,15,30
BA7531,06:37:00,MUC,SHORT,1,5,20
BA7537,13:53:00,ZRH,SHORT,1,5,20
BA7215,13:24:00,MAD,SHORT,1,5,20
BA5475,15:48:00,HND,LONG,5,15,30
BA3819,11:12:00,MAD,SHORT,1,5,20
BA5049,12:35:00,DXB,LONG,5,15,30
BA4831,07:19:00,MUC,SHORT,1,5,20
BA6348,22:18:00,BCN,SHORT,1,5,20
BA7747,12:11:00,DFW,LONG,5,15,30
BA3336,06:39:00,VIE,SHORT,1,5,20
BA7578,19:40:00,JFK,LONG,5,15,30
BA1596,20:32:00,FRA,SHORT,1,5,20
BA1859,11:14:00,FRA,SHORT,1,5,20
BA8574,18:40:00,AMS,SHORT,1,5,20
BA8054,09:07:00,FRA,SHORT,1,5,20
BA3867,06:10:00,CDG,SHORT,1,5,20
BA7360,15:41:00,JFK,LONG,5,15,30
BA7932,17:50:00,VIE,SHORT,1,5,20
BA1864,09:15:00,DXB,LONG,5,15,30
BA3562,22:54:00,HND,LONG,5,15,30
BA1902,10:45:00,DXB,LONG,5,15,30
BA5645,07:20:00,VIE,SHORT,1,5,20
BA7573,10:36:00,MAD,SHORT,1,5,20
BA2606,17:46:00,VIE,SHORT,1,5,20
BA7827,21:57:00,LAX,LONG,5,15,30
BA3759,14:25:00,CDG,SHORT,1,5,20
BA6018,08:22:00,ORD,LONG,5,15,30
BA5254,12:09:00,ZRH,SHORT,1,5,20
BA3277,19:24:00,MAD,SHORT,1,5,20
BA2207,12:37:00,AMS,SHORT,1,5,20
BA6695,21:41:00,DFW,LONG,5,15,30
BA5396,20:27:00,DFW,LONG,5,15,30
BA7089,12:25:00,MAD,SHORT,1,5,20
BA9499,08:50:00,DXB,LONG,5,15,30
BA8753,22:57:00,JFK,LONG,5,15,30
BA4805,20:17:00,JFK,LONG,5,15,30
BA7637,12:41:00,AMS,SHORT,1,5,20
BA2570,10:53:00,LAX,LONG,5,15,30
BA1192,09:29:00,AMS,SHORT,1,5,20
BA3975,13:18:00,DFW,LONG,5,15,30
BA5581,19:18:00,IST,SHORT,1,5,20
BA6878,12:57:00,MUC,SHORT,1,5,20
BA8014,06:55:00,VIE,SHORT,1,5,20
BA5581,20:14:00,IST,SHORT,1,5,20
BA6956,11:14:00,LAX,LONG,5,15,30
BA2555,17:25:00,MAD,SHORT,1,5,20
BA3024,12:30:00,ZRH,SHORT,1,5,20
BA3992,22:23:00,ORD,LONG,5,15,30
BA5609,09:06:00,DFW,LONG,5,15,30
BA8291,08:47:00,IST,SHORT,1,5,20
BA1032,21:17:00,IST,SHORT,1,5,20
BA2506,13:40:00,BCN,SHORT,1,5,20
BA4667,09:47:00,ZRH,SHORT,1,5,20
BA7703,21:17:00,IST,SHORT,1,5,20
BA4399,19:49:00,MAD,SHORT,1,5,20
BA1066,21:10:00,BCN,SHORT,1,5,20
BA9627,20:03:00,MUC,SHORT,1,5,20
BA4938,15:28:00,LAX,LONG,5,15,30
BA9085,22:18:00,IST,SHORT,1,5,20
BA2946,12:34:00,CDG,SHORT,1,5,20
BA1971,12:46:00,LAX,LONG,5,15,30
BA6804,09:03:00,MAD,SHORT,1,5,20
BA4000,08:11:00,ORD,LONG,5,15,30
BA1309,06:17:00,VIE,SHORT,1,5,20
BA2913,06:27:00,MUC,SHORT,1,5,20
BA5110,19:44:00,IST,SHORT,1,5,20
BA2324,18:06:00,DXB,LONG,5,15,30
BA5483,22:11:00,MAD,SHORT,1,5,20
BA3177,18:10:00,MAD,SHORT,1,5,20
BA4061,06:13:00,ZRH,SHORT,1,5,20
BA6943,17:21:00,AMS,SHORT,1,5,20
BA4188,19:33:00,LAX,LONG,5,15,30
BA8246,07:04:00,ZRH,SHORT,1,5,20
BA6593,06:14:00,ORD,LONG,5,15,30
BA6732,09:33:00,AMS,SHORT,1,5,20
BA4020,20:53:00,LAX,LONG,5,15,30
BA8870,14:34:00,AMS,SHORT,1,5,20
BA9142,18:48:00,MAD,SHORT,1,5,20
BA7414,20:57:00,DXB,LONG,5,15,30
BA8480,09:15:00,LAX,LONG,5,15,30
BA5346,17:04:00,MAD,SHORT,1,5,20
BA6669,18:43:00,HND,LONG,5,15,30
BA4091,13:50:00,ZRH,SHORT,1,5,20
BA9581,08:22:00,JFK,LONG,5,15,30
BA7489,22:07:00,LAX,LONG,5,15,30
BA2563,06:49:00,ORD,LONG,5,15,30
